22D70BF00EEB0ADC83BA8177BB861991,3FF2709163DE7036FCAA4E5A3324E4BF,2013-01-01 00:02:00,2013-01-01 00:02:00,0,0,139.388157,35.754719,139.731404,35.731287,CSH,27,0,0.5,0,0,27.5
07290D3599E7A0D62097A346EFCC1FB5,E7750A37CAB07D0DFF0AF7E3573AC141,2013-01-01 00:00:00,2013-01-01 00:02:00,120,0.44,139.678165,35.61016,139.7160701877384,35.56131800517278,CSH,3.5,0.5,0.5,0,0,4.5
0EC22AAF491A8BD91F279350C2B010FD,778C92B26AE78A9EBDF96B49C67E4007,2013-01-01 00:01:00,2013-01-01 00:03:00,120,0.71,139.413127,35.741777,139.8905998839626,35.70975112396414,CSH,4,0.5,0.5,0,0,5
1390FB380189DF6BBFDA4DC847CAD14F,BE317B986700F63C43438482792C8654,2013-01-01 00:01:00,2013-01-01 00:03:00,120,0.48,139.801288,35.754147,139.433769,34.686656,CSH,4,0.5,0.5,0,0,5
5FAA7F69213D26A42FA435CA9511A4FF,00B7691D86D96AEBD21DD9E138F90840,2013-01-01 00:02:00,2013-01-01 00:03:00,60,0,139.699963,35.759505,139.74117327476642,35.76307453529606,CRD,2.5,0.5,0.5,0.25,0,3.75
DFBFA82ECA8F7059B89C3E8B93DAA377,CF8604E72D83840FBA1978C2D2FC9CDB,2013-01-01 00:02:00,2013-01-01 00:03:00,60,0.39,139.585867,35.633294,139.704257,35.769771,CRD,3,0.5,0.5,0.7,0,4.7
3B4129883A1D05BE89F2C929DE136281,7077F9FD5AD649AEACA4746B2537E3FA,2013-01-01 00:01:00,2013-01-01 00:03:00,120,0.61,139.298692,35.77352,139.555669,35.732914,CRD,4,0.5,0.5,0,0,5
468244D1361B8A3EB8D206CC394BC9E9,BB899DFEA9CC964B50C540A1D685CCFB,2013-01-01 00:00:00,2013-01-01 00:04:00,240,1.71,139.548393,35.742836,139.629748,35.72809,CSH,6.5,0.5,0.5,0,0,7.5
5F78CC6D4ECD0541B765FECE17075B6F,B7567F5BFD558C665D23B18451FE1FD1,2013-01-01 00:00:00,2013-01-01 00:04:00,240,1.21,139.687719,35.63413,139.333189,35.777771,CRD,6,0.5,0.5,1.3,0,8.3
6BA29E9A69B10F218C1509BEDD7410C2,ED368552102F12EA252C63782F12CD4C,2013-01-01 00:01:00,2013-01-01 00:04:00,180,0.74,139.726245,35.602495,139.362544,35.645701,CRD,4.5,0.5,0.5,0,0,5.5
1E5F4C1CAE7AB3D06ABBDDD4D9DE7FA6,E0B2F618053518F24790C7FD0264E302,2013-01-01 00:03:00,2013-01-01 00:04:00,60,0,139.734573,35.717899,139.370461,35.706258,CSH,2.5,0.5,0.5,0,0,3.5
75C90377AB710B04772D21ACBE3C52FB,00B7691D86D96AEBD21DD9E138F90840,2013-01-01 00:03:00,2013-01-01 00:04:00,60,0,139.413127,35.755831,139.825695,35.643795,CRD,3,0.5,0.5,0.07,0,4.07
F8A0B52B22BB58B3C45E66CEE135C29D,00B7691D86D96AEBD21DD9E138F90840,2013-01-01 00:03:00,2013-01-01 00:04:00,60,0,139.72898874000052,35.69391926521207,139.70763440613078,35.65310068708616,CRD,2.5,0.5,0.5,0.25,0,3.75
C4D6E189EF44EB83E2D058D67F490E3A,95B5B3CDA9EDC88AA395239589B57196,2013-01-01 00:03:00,2013-01-01 00:04:00,60,0,139.556839,35.706055,139.385373,35.707675,CSH,2.5,0.5,0.5,0,0,3.5
C306CAC565429C12852164EB38175736,E255D5DFB9A967B9D55472A4D7ABA428,2013-01-01 00:01:00,2013-01-01 00:04:00,180,0.84,139.370547,35.760385,139.445456,35.665248,CSH,4.5,0.5,0.5,0,0,5.5
DD467ED2E7DDB5C8B9B918469604E54F,1D7876BD692018A5BE422C420A5148EA,2013-01-01 00:01:00,2013-01-01 00:04:00,180,0.95,139.860008,35.707763,139.480261,35.737724,CSH,5,0.5,0.5,0,0,6
256C6A3CA47F81497C1F5038438B54B2,8FA961982C3FEF4386FB05B4667A2580,2013-01-01 00:00:00,2013-01-01 00:05:00,300,0.13,139.516562,35.784497,139.691958,35.630972,CSH,6.5,0.5,0.5,0,0,7.5
120E700FE35B2DDBEA4D64CCCF02C808,3EDDD1433E2276DF9F9BDC3997C4BD47,2013-01-01 00:03:00,2013-01-01 00:05:00,120,0.52,139.701323,35.78053,139.670081,35.677605,CSH,4,0.5,0.5,0,0,5
76942C3205E17D7E7FE5A9F709D16434,25BA06A87905667AA1FE5990E33F0E2E,2013-01-01 00:00:00,2013-01-01 00:05:00,300,0.61,139.81143,35.698514,139.467282,35.72763,CSH,5,0.5,0.5,0,0,6
655E773C92FA446353D5C8B7416BE818,B6EAE07E2AD023B387EE5F09BB2D89E3,2013-01-01 00:02:00,2013-01-01 00:05:00,180,1.55,139.830708,35.708436,139.776183,35.775583,CRD,6,0.5,0.5,1.62,0,8.62
8B5F45807D8EC24DDFD9A7EDFFAEC138,577D1B6729EF9014CDBC949554EB4483,2013-01-01 00:00:00,2013-01-01 00:05:00,300,0.06,139.419379,35.695838,139.480261,35.737724,CSH,4.5,0.5,0.5,0,0,5.5
D79D2C8C83066AF716A497842BB33817,A2AB59B1DBAB1A0157369F1D63529C2F,2013-01-01 00:01:00,2013-01-01 00:05:00,240,0.59,139.372685,35.734388,139.342277,35.621206,CRD,5,0.5,0.5,1.1,0,7.1
F45098D1F50A0E94E7C47CA42E4E5C64,CA79A5EDAD78E6E508E439D436277883,2013-01-01 00:04:00,2013-01-01 00:05:00,60,0.52,139.337114,35.711288,139.68091,35.747311,CSH,3.5,0.5,0.5,0,0,4.5
A1436A9F8F71EADB5A927E6E01D58408,1D8906DAF98896F75E60E78CBE2B6BB6,2013-01-01 00:02:00,2013-01-01 00:06:00,240,0.53,139.556367,35.69623,139.741897,35.55765,CSH,4.5,0.5,0.5,0,0,5.5
7CC2C787A937EE1F874D2FFD6BBCD2F0,0758FB6257076E88C3B61B17182D4505,2013-01-01 00:00:00,2013-01-01 00:06:00,360,0.98,139.500731,35.73353,139.632793,35.713892,CSH,6,0.5,0.5,0,0,7
4707DD250F4F2269CF31DA87314A35DE,4E0CF2EFC2B6F83FB8CDC8B49023970A,2013-01-01 00:00:00,2013-01-01 00:07:00,420,1.22,139.382309,35.655981,139.499735,35.643236,CRD,7,0.5,0.5,2,0,10
59C232188382C25A5F0D4FC6FDD5999F,52C57B70022A7B6CF34EFA14007D62E1,2013-01-01 00:03:00,2013-01-01 00:07:00,240,0.67,139.650722,35.648683,139.217951,35.728693,CSH,4.5,0.5,0.5,0,0,5.5
7166914A326D849158A5161E811ADDEA,FE44D0EA86E9882E9AAB77EB2DB868A4,2013-01-01 00:02:00,2013-01-01 00:07:00,300,0.91,139.622103,35.644805,139.687667,35.620768,CRD,5.5,0.5,0.5,1.2,0,7.7
8669D9002FF4D63D433C5D9CCA710D7C,FD717A920A5125D904090815FA489598,2013-01-01 00:04:00,2013-01-01 00:07:00,180,0.56,139.586724,35.751584,139.657133,35.786833,CSH,4.5,0.5,0.5,0,0,5.5
